"x" "y1" "y2" "y3"
5.09995363747155 0.350570908691383 49559681514.4914 0.701019308383724
5.35159476700162 0.318519722124013 41799757363.777 1.67907905624388
4.23488091142825 0.50485006489737 3101391829.83206 -1.83003826651545
4.1514467150427 0.324992803669818 1442704116531.3 0.0274395383617376
4.15310032705309 0.400124932242527 20643522222.7332 -0.115368825541058
4.62398033484354 0.397836964141643 59641160814.3443 -2.10333832165919
4.02777840403249 0.457017735734533 3871129342.38138 -1.55662722872994
6.54994006264075 0.252456284065737 10302951079130.6 2.49553918817346
4.9368415947096 0.354129335925893 90532782.4452629 0.0708718523148312
4.38807948828659 0.407705467050492 3981140060.83672 1.46920280600906
6.28944479448134 0.265193582776082 103035657660616 2.51161798894223
5.85490953566133 0.307749250503362 73243832212060.9 2.00465445466823
5.68079402487607 0.326759467163947 145093112603964 2.17737684783627
5.14769382127236 0.37440380808063 72020171901341.4 1.1854576489335
4.15373050714799 0.411666063362878 9038947440.70374 0.296548338077169
4.41273033227713 0.47599829359394 80804609512.0205 1.22440687776103
5.40368802791806 0.40581025053044 43859235920400.4 1.95598146841879
4.75011688663853 0.348347126788833 30569432417.0667 -1.58345181614559
6.27926582074262 0.262720804362402 864206076637.308 2.50425889426201
2.93256892854107 0.650204966697585 65248.0797409254 -0.0701356985851835
5.55150007170446 0.301482677247196 307748662339.899 2.3869109089143
6.10423087141027 0.270911585102248 1956609733406194 2.47050494285188
5.55411029623427 0.29723740507635 267101908762120 2.08116332847943
5.54846005080249 0.324355692141526 6837588681363544 2.44971771905986
6.79538521750697 0.244767839921751 363412258907918208 2.4578494376415
5.18420699110567 0.322857205504529 7168635759365.98 1.07249180991963
4.41323090172206 0.392498879117646 75274351931.717 0.833847097833832
6.20012399654877 0.26657681318684 1257910157401876 2.7467573304362
6.96884915313874 0.234555527139055 558490788233115136 2.2178030398425
5.71063085456963 0.318277649209857 22130078516617.8 2.40714991703408
5.82688581374602 0.285600548232405 103958871191547 2.43538751721951
6.48135782240282 0.220859458300531 69573639471381848 2.40843347507727
5.62227156542953 0.299376016324936 17592438887444.5 2.61059491046383
5.50424562803759 0.302466570456626 40921069859682.3 2.12028391452482
3.68742699922124 0.507244944980483 9660.21795819002 1.07699088237408
5.52994527630252 0.312953667597889 23098925372282.9 2.23466822107624
7.38108922622891 0.209632217945763 2399432291417030144 2.31787480602949
3.55216630734498 0.485570359769871 7975258.02264046 -2.30346719546809
5.42203400100905 0.310140422628538 12250201754077.7 1.9573535578982
3.80941522081825 0.429483220296745 29352997.8605055 0.117548366074775
5.85756480583739 0.279199064380802 1057213117.06336 2.38564905738567
4.179067022006 0.405645858052122 181221303.101372 1.9549109668102
5.68873695981567 0.307057011906515 1787886145517.56 2.2103225275629
6.68083659862121 0.222260910193939 62578999350515900416 1.85405565922408
5.74514684994486 0.29849630839497 201830291401900032 2.77930917388268
6.72242760274937 0.243449019467152 111142773329187264 2.3441889126886
4.5308837081348 0.260444919449053 43101701112.7863 -1.74840519454202
3.69840796979752 0.48832572871251 612072818.316295 0.295398066141024
5.25892741878865 0.319194036121505 669692751317.127 1.59958316175391
4.24315374648654 0.363805500754024 102396164432.827 -1.99080493159511
5.95623698273522 0.282492230505823 906099944654063 2.37583577379988
4.33374140330577 0.379552076803389 62592288.9223407 1.57911437912435
5.53926178335701 0.307404177872352 119607854097935 2.10641202496358
4.33792887369031 0.408904913361817 75181146675.0811 1.88840145710311
5.94300403407991 0.282944014872875 4367459005312.67 1.84518886098437
7.0448172639358 0.241580719326116 2.23838930426459e+20 2.31258314363419
5.75364068902123 0.300967885662684 1835507955763786 2.14145137074887
5.30441820254429 0.351835154165637 2062314081569.1 1.80048684368191
4.57787059417618 0.407384596002553 3238643837.48447 -1.91370831693948
4.86005861626094 0.379054628410899 30006460947897.8 -0.886354520876695
5.56404354090343 0.297431072561174 2.05751726485608e+20 2.28829572805274
3.85122347428008 0.420693618199141 36710120.9360506 1.17590898861124
3.95014306471704 0.467196568786765 3331346748.97063 0.052579099215987
7.90711085744103 0.198719815266863 652185659942678784 2.17747286343005
4.25053957162528 0.439286860709929 85525063560808480 -1.63783478351188
2.54123410986238 0.619454720578919 18758.6332245523 -1.077019083999
6.24076999318146 0.302318007694898 12863204270041412 2.5811342751985
5.44033928417987 0.3407754627063 42282835446.6748 1.89531619739193
4.47591504877168 0.400586635860469 446856268010.699 -0.292642715079932
5.72470972077807 0.297373730783367 176429262846048448 2.19420997815137
5.57042612323588 0.302976526914098 25634454501561.8 1.93654915833812
4.17421622711446 0.49460826664673 107281135183.199 1.86962281601493
3.17521264677841 0.547442047597333 2543105457.55067 1.09772780057643
4.36681851907382 0.390316367535477 64415738489.4894 1.88519471863239
6.37138179408926 0.265276384044544 1084397216548900 2.61692558435514
3.99752887329729 0.505124950167868 13824379152.8234 1.76865059781674
3.27035227825277 0.513251877949333 40030580203.3426 2.03361062998968
6.16450599217542 0.281175187752392 401273017909264 2.60943550502927
4.41174404287861 0.378599862535147 215779424486.634 1.04389208135015
6.22639287553883 0.284413357099707 11728999146387742 2.2117867608998
4.97005182556158 0.339028202103199 1205120011661.69 0.28226236142021
6.02963754063528 0.282225897945026 4296022987076488 2.29315219347096
4.41888603948665 0.544014976850989 873219707972.467 0.56585325862831
4.45701585054382 0.406330067975619 160869250881.891 0.234661033466784
4.29590369212134 0.396999595757276 202124028792.039 0.510473624249599
5.55184254413473 0.308083734425361 29203976825545 1.7849507636236
4.53650482026827 0.425768607982488 20663190295915.3 -1.95733754920232
4.81379319464505 0.367921356583976 10399707983.1799 -0.843210108529571
4.3676926539146 0.403833316919174 2028480964.11032 2.02455268919286
4.99808577420017 0.341926919756695 6539266045.47549 0.0235154046905382
5.57782962619164 0.331703716245258 12165693185060.6 2.13156273227459
5.85465745826569 0.283804014962252 74865415943646272 2.17406285284702
3.99949883537861 0.443676453786183 640979829.166658 -1.92540073885279
5.34964849980592 0.335606933470971 11812197461298.5 1.7911747195295
4.03865789493264 0.41455678550795 436904930.791827 -1.74178624878262
5.28930863189075 0.326697459961842 48498588307929 1.55266982765775
7.56783575200758 0.209118597553409 2.78795545282971e+20 1.94875261351266
6.36495383659014 0.243426152737887 15077817620786966 2.76620308552857
5.80614550018056 0.292977063979106 81821546037223 2.50282513895055
5.1338945391566 0.330108767395581 2323025605935.04 1.07878042614755
4.53561642075996 0.404587489370484 14738831540.2318 -1.65912889042598
4.35825627108088 0.453961881902064 8399.70623577016 2.16768612182429
4.58268755626089 0.36453488976755 71321012067689.9 -1.8097244746575
3.06772942919836 0.571564216558765 8930456.09881072 0.347554906206741
5.22630910905901 0.300630873340275 15256617778742.2 1.31494121241092
4.74875382603537 0.354724107712916 125460982775.509 -1.41439693842826
4.67332250827394 0.469841696472057 261646305680.749 -1.86841706169186
4.65413919853823 0.417401233245042 49425456811.3393 -2.11795609606426
4.78727206403712 0.387956621663319 4613236515.42738 -1.45596317962594
2.83271056391146 0.639219852934421 2859389.97476877 -0.933799686289963
5.36233503735166 0.337150861017242 2430222367024.4 1.56289333442988
5.12936554530034 0.32957986544543 6847276061403510 1.01915010712265
5.68656854162589 0.303795836534271 1215649413904261 2.36333034130065
5.70992469056571 0.364276991059163 147353985383194 2.16849731811923
5.56126704767886 0.319195798727536 63265687104038.2 2.14938631812277
4.90331408590404 0.330277757788934 439359185.909685 -0.390209061725821
5.76973297735981 0.283661818174424 70790359318626 2.02604201723893
4.27121967017959 0.44312251816403 1685001883.43774 -0.685715421003371
4.92770756521869 0.345804681977274 21354176298877.2 -0.361727372303219
6.62662909616548 0.253867908000525 883674023773178 2.34120839203549
5.15444836100797 0.286642755482729 1290166507528.61 0.974971945703857
4.54893575636181 0.38267045635285 1135957811.52212 -1.62482070642395
5.30269339114788 0.317170753079344 1581539455078.37 1.39298796520281
6.64573193621221 0.250818813524522 106794923733212928 2.65681345862415
