FIPS,State,FIPS Code,"Population Estimate, 2009",County,GROCPTH07,SUPERCPTH07,CONVSPTH07,SPECSPTH07,PCT_DIABETES_ADULTS09,PCT_DIABETES_ADULTS10,PCT_OBESE_ADULTS09,PCT_OBESE_ADULTS10,OBESE10_NUM,PCT_OBESE_CHILD08,PCT_OBESE_CHILD11,PCT_HSPA09,RECFACPTH07,NATAMEN,FFRPTH07,FSRPTH07,PC_FFRSALES02,PC_FFRSALES07,PC_FSRSALES02,PC_FSRSALES07,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,MEDHHINC10,POVRATE10
1033,AL,1033,54639,Colbert,0.183130059,0.018313006,0.787459254,0.036626012,13.4,13.7,33.1,32.2,1759375.8,14.7,15.7,19.4,0.054939018,4,0.769146248,0.6226422,470,649.511367,349,484.381507,79.617109,15.988094,2.008158,0.411553,0.48137,0.025722,17.386272,22.109943,37455,19.2
1035,AL,1035,12931,Conecuh,0.304924531,0,0.457386797,0.076231133,16.7,17.7,33,36.3,469395.3,18.9,20.1,19.4,0,3,0.457386797,0.381155664,470,649.511367,349,484.381507,51.133958,46.280617,1.217115,0.128515,0.332628,0,17.856063,22.996674,27855,25.7
1037,AL,1037,10556,Coosa,0,0,0.09273857,0,15.1,15.6,33.8,34.3,362070.8,8.6,16.9,19.4,0,4,0,0,470,649.511367,349,484.381507,65.898258,30.817229,1.99324,0.121328,0.34665,0,17.072537,20.539042,33721,18.6
1039,AL,1039,36678,Covington,0.244538637,0,0.679273992,0.108683839,12.9,13.7,36.4,33.8,1239716.4,5.7,8.1,19.4,0.054341919,3,0.787957831,0.652103032,470,649.511367,349,484.381507,84.075202,12.405667,1.278962,0.391897,0.518999,0.002648,18.374156,22.568516,33484,20.9
1041,AL,1041,13781,Crenshaw,0.436649443,0,0.50942435,0,13.9,14.8,37.2,35.7,491981.7,18.7,12.7,19.4,0,3,0.291099629,0.50942435,470,649.511367,349,484.381507,72.055228,23.306486,1.466993,1.359126,0.402704,0.007191,15.892421,23.788293,35577,20.3
1043,AL,1043,81778,Cullman,0.1240664,0.01240664,0.682365202,0.09925312,13.2,13,32,32.4,2649607.2,16.7,15,19.4,0.0620332,4,0.645145282,0.657551922,470,649.511367,349,484.381507,92.739348,1.021068,4.295699,0.42161,0.493744,0.022386,15.931647,23.183593,37948,19.2
1045,AL,1045,48147,Dale,0.165758449,0.020719806,0.559434764,0.020719806,13.2,13.9,35.6,35.3,1699589.1,11.1,11.5,19.4,0.062159418,3,0.725193212,0.497275346,470,649.511367,349,484.381507,71.053312,18.996637,5.613819,1.048735,0.670633,0.08358,13.450479,24.829357,41287,17.8
1047,AL,1047,41925,Dallas,0.2571295,0.023375409,0.49088359,0,16,15.1,41.4,41.4,1735695,8.9,9.4,19.4,0,3,0.561009818,0.397381954,470,649.511367,349,484.381507,28.92743,69.178457,0.705157,0.328617,0.178001,0.013692,14.068918,26.46052,26195,35.6
1049,AL,1049,69380,DeKalb,0.175759795,0.01464665,0.600512633,0.029293299,11.3,12.9,33.9,32.4,2247912,20.7,20.9,19.4,0.073233248,3,0.746979129,0.556572684,470,649.511367,349,484.381507,81.560703,1.447074,13.626967,0.233444,1.216442,0.04922,13.887131,25.827954,34822,20.8
1051,AL,1051,79233,Elmore,0.154920668,0.012910056,0.451851947,0.012910056,12.3,12.3,31.5,30.6,2424529.8,9.3,12.1,19.4,0.051640223,4,0.426031836,0.413121781,470,649.511367,349,484.381507,74.964377,19.941238,2.68464,0.648147,0.339205,0.063049,11.898667,23.589272,51013,12.5
1053,AL,1053,37434,Escambia,0.239215374,0,0.558169205,0,13.2,13.2,35.5,36.9,1381314.6,12.1,13.9,19.4,0.079738458,3,0.611328177,0.531589719,470,649.511367,349,484.381507,61.348156,31.738824,1.873744,0.224432,3.324721,0.031316,15.16741,22.649338,31365,26.1
1055,AL,1055,103645,Etowah,0.24221051,0,0.571616804,0.019376841,13.3,14.1,32.1,31.8,3295911,20.2,18.7,19.4,0.096884204,4,0.804138893,0.49410944,470,649.511367,349,484.381507,79.277028,15.049315,3.300776,0.62913,0.356219,0.028727,15.807718,22.968496,36088,19
1057,AL,1057,17371,Fayette,0.285095222,0.057019044,0.456152355,0,14.1,15.8,36.5,36.4,632304.4,9,8.5,19.4,0,3,0.798266621,0.399133311,470,649.511367,349,484.381507,86.027493,11.35665,1.183226,0.214605,0.272606,0,17.887594,22.25509,32643,27.3
1059,AL,1059,31091,Franklin,0.228556502,0,0.718320436,0.032650929,14.6,14.2,31.2,34.3,1066421.3,20.7,27,19.4,0.065301858,4,0.783622294,0.620367649,470,649.511367,349,484.381507,79.639793,3.819707,14.85617,0.160863,0.381655,0.006308,15.2189,24.813904,33649,21.6
1061,AL,1061,25961,Geneva,0.427732628,0,0.388847844,0.077769569,13.8,13.6,35.5,34,882674,14.4,15.3,19.4,0.038884784,3,0.505502197,0.388847844,470,649.511367,349,484.381507,84.703247,9.417693,3.434117,0.238895,0.735349,0.029862,17.446809,22.362822,34418,20.3
1063,AL,1063,8829,Greene,0.659340659,0,0.43956044,0,18.8,19.4,47.6,47.9,422909.1,18.2,18,19.4,0,3,0.21978022,0.32967033,470,649.511367,349,484.381507,17.26921,81.249309,0.762852,0.165837,0.121614,0,16.07518,24.256495,27117,31
1065,AL,1065,17975,Hale,0.276380521,0,0.497484937,0,15,16.3,43.5,41.6,747760,7.5,7.6,19.4,0.055276104,4,0.165828312,0.386932729,470,649.511367,349,484.381507,39.422589,58.788071,0.888325,0.222081,0.145939,0.006345,15.038071,24.841371,31790,24.8
1067,AL,1067,16647,Henry,0.240196962,0,0.720590885,0.120098481,14.8,14.3,33.7,34.6,575986.2,15.9,18.5,19.4,0.06004924,4,0.780640125,0.540443163,470,649.511367,349,484.381507,67.80141,28.407121,2.248295,0.260086,0.312103,0.011559,17.593342,22.644781,37851,18.1
1069,AL,1069,100085,Houston,0.164284541,0.030803351,0.72901265,0.061606703,12.4,13,33,34.9,3492966.5,18.9,15.2,19.4,0.051338919,3,0.883029407,0.718744866,470,649.511367,349,484.381507,68.668695,25.641329,2.949373,0.793721,0.387013,0.042345,14.451436,24.546269,39290,17.9
1071,AL,1071,52838,Jackson,0.303053262,0.018940829,0.606106523,0.018940829,13.6,13.4,30.5,30,1585140,11,13.9,19.4,0.018940829,4,0.643988181,0.530343208,470,649.511367,349,484.381507,90.061435,3.327259,2.515641,0.309993,1.277547,0.054484,16.482236,22.516768,36158,19.9
1073,AL,1073,665027,Jefferson,0.204088729,0.01814122,0.637966248,0.066517808,12.4,11.7,32,32.2,21413869.4,12,12.3,19.4,0.099776712,4,0.905549248,0.539701305,470,649.511367,349,484.381507,51.667512,41.84134,3.870815,1.379722,0.217323,0.023388,13.127937,23.467878,41740,18.6
1075,AL,1075,14200,Lamar,0.276166805,0,0.621375311,0,12.9,13.8,32.2,31.3,444460,16.5,12.9,19.4,0,3,0.621375311,0.621375311,470,649.511367,349,484.381507,86.116452,11.226311,1.235924,0.027465,0.16479,0.006866,18.758583,22.157374,32993,21.5
1077,AL,1077,89599,Lauderdale,0.158152776,0.022593254,0.824653758,0.056483134,13.7,12.5,32.4,32.2,2885087.8,15.1,17.2,19.4,0.112966268,4,0.71168749,0.700390863,470,649.511367,349,484.381507,85.458801,9.912738,2.245737,0.728085,0.348402,0.024809,16.776149,21.553463,39213,17.6
1079,AL,1079,34106,Lawrence,0.204972036,0,0.468507511,0.029281719,13.6,14.1,38.1,37.7,1285796.2,14,15.2,19.4,0.029281719,4,0.614916108,0.409944072,470,649.511367,349,484.381507,76.938758,11.406855,1.671569,0.119398,5.614607,0.014561,14.557791,23.192289,37365,18.1
1081,AL,1081,135883,Lee,0.107041004,0.015291572,0.756932816,0.007645786,10.2,9.8,30,32,4348256,9.2,11.3,19.4,0.045874716,3,0.818099105,0.703412314,470,649.511367,349,484.381507,69.805415,22.58444,3.25925,2.577595,0.283072,0.04706,9.066861,22.525259,40102,21.3
1083,AL,1083,78572,Limestone,0.135301519,0.013530152,0.514145774,0.040590456,10.4,10.7,31.4,33.8,2655733.6,23.1,19.8,19.4,0.040590456,3,0.676507597,0.446495014,470,649.511367,349,484.381507,78.65478,12.502718,5.545892,1.100481,0.588292,0.031408,12.305815,23.989515,49667,14.1
1085,AL,1085,12293,Lowndes,0.236891977,0,0.157927985,0,18.5,19.3,44.6,43.8,538433.4,10.9,7.2,19.4,0.078963992,3,0.236891977,0.078963992,470,649.511367,349,484.381507,25.143818,73.307372,0.76998,0.123905,0.221259,0,14.647314,24.179131,28754,30.7
1087,AL,1087,21789,Macon,0.224638332,0,0.269565999,0,15.6,16.6,41.4,39.2,854128.8,17.3,14.1,19.4,0,3,0.449276665,0.224638332,470,649.511367,349,484.381507,15.229349,82.188141,1.081484,0.354279,0.130524,0.009323,14.129219,20.604139,27041,31.2
1089,AL,1089,327744,Madison,0.111537432,0.028681054,0.694718862,0.073296027,11.8,11.7,31.4,30,9832320,14.1,14.4,19.4,0.137031702,3,0.911420158,0.643730322,470,649.511367,349,484.381507,66.1403,23.749817,4.600805,2.439287,0.697408,0.095875,12.207783,23.741753,54633,12.7
1091,AL,1091,20943,Marengo,0.282153774,0,0.940512579,0,16.9,17.4,40.2,41.6,871228.8,9.7,17,19.4,0.094051258,3,0.846461321,0.658358806,470,649.511367,349,484.381507,45.688876,51.543254,1.674038,0.252057,0.147429,0.042802,16.283826,24.687307,33085,23.6
1093,AL,1093,29116,Marion,0.16948578,0,0.610148809,0,12.3,12.9,32.7,33,960828,28.1,20.7,19.4,0,3,0.779634589,0.576251652,470,649.511367,349,484.381507,92.633871,3.827658,2.053548,0.172212,0.305433,0.022745,18.342215,21.656486,32080,20.9
1095,AL,1095,90399,Marshall,0.193247698,0.022735023,0.716153234,0.079572582,12,13.6,29.1,31.5,2847568.5,17.3,20.7,19.4,0.056837558,4,0.852563374,0.682050699,470,649.511367,349,484.381507,83.918339,1.493243,12.081403,0.510648,0.612778,0.067728,14.902332,25.004569,38859,19.4
1097,AL,1097,411721,Mobile,0.150530311,0.01480626,0.565105593,0.07649901,12.3,12.1,31.7,33.9,13957341.9,10.9,10.1,19.4,0.07896672,4,0.621862924,0.520686813,470,649.511367,349,484.381507,59.057803,34.449093,2.405858,1.817711,0.857402,0.038015,12.910904,25.080631,39753,20.5
1099,AL,1099,22389,Monroe,0.395447955,0,0.439386616,0,13.8,13.9,35.5,35.9,803765.1,6.9,11.1,19.4,0.043938662,4,0.615141263,0.395447955,470,649.511367,349,484.381507,54.712155,41.533726,0.953702,0.290446,1.109762,0.01734,15.684065,25.320791,31744,28.4
1101,AL,1101,224119,Montgomery,0.168403886,0.017726725,0.673615543,0.057611856,13.9,14.3,34.1,35.3,7911400.7,12,12.5,19.4,0.057611856,3,0.855314472,0.638162093,470,649.511367,349,484.381507,38.410293,54.467373,3.624822,2.089265,0.226715,0.036623,11.955285,24.488257,41556,21.3
1103,AL,1103,117293,Morgan,0.191058464,0.017368951,0.512384062,0.052106854,11.2,11.9,32.9,28.5,3342850.5,20.3,16.3,19.4,0.043422378,4,0.885816514,0.468961684,470,649.511367,349,484.381507,77.483471,11.765838,7.662566,0.556532,0.776634,0.057745,14.119173,23.955143,44859,14.1
1105,AL,1105,10623,Perry,0.372925601,0,0.559388402,0.0932314,19.8,18.2,40.2,38.9,413234.7,5.4,11.6,19.4,0,4,0.186462801,0.466157002,470,649.511367,349,484.381507,29.666698,68.397696,1.076386,0.283259,0.160514,0.04721,16.702861,24.105372,24742,39.5
1107,AL,1107,19218,Pickens,0.307644978,0,0.410193304,0,16,15.7,36.4,38.5,739893,10.2,10,19.4,0.102548326,4,0.358919141,0.410193304,470,649.511367,349,484.381507,55.844222,41.370404,1.585131,0.162058,0.141801,0.005064,16.894561,23.300922,31032,24.4
1109,AL,1109,30461,Pike,0.265023521,0.03312794,0.629430862,0,15.3,14.6,36.9,36,1096596,14.4,11.3,19.4,0.06625588,3,1.026966143,0.563174982,470,649.511367,349,484.381507,57.40904,36.444877,2.218912,1.960546,0.562327,0.018238,12.799781,20.310648,32771,30
1111,AL,1111,22577,Randolph,0.178659163,0,0.669971861,0.044664791,14.5,14.8,32.1,34.2,772133.4,13.6,12.9,19.4,0.044664791,4,0.401983117,0.62530707,470,649.511367,349,484.381507,75.415703,20.093397,2.832453,0.235674,0.366604,0.021822,16.968533,23.886004,32584,24.8
1113,AL,1113,50846,Russell,0.258824935,0.01990961,0.51764987,0.01990961,13.4,13.2,39.3,36.5,1855879,11.2,11.9,19.4,0.059728831,3,0.895932467,0.477830649,470,649.511367,349,484.381507,52.110601,41.411223,3.675373,0.421176,0.356961,0.211532,12.691937,25.495307,32733,24.1
1115,AL,1115,81895,St. Clair,0.178309877,0.01273642,0.59861173,0.01273642,13.3,13.5,35.6,32.9,2694345.5,9.2,13.1,19.4,0.050945679,4,0.547666051,0.573138891,470,649.511367,349,484.381507,87.264484,8.491142,2.052803,0.612491,0.301461,0.049047,13.050136,23.717297,48296,13
1117,AL,1117,192503,Shelby,0.130805873,0.016350734,0.703081568,0.038151713,8.2,8.9,28,29.6,5698088.8,17.2,18.4,19.4,0.141706363,4,0.812086463,0.675830345,470,649.511367,349,484.381507,80.155317,10.562575,5.92921,1.896097,0.234769,0.031781,10.57334,25.610375,67135,9.8
1119,AL,1119,12853,Sumter,0.301454518,0,0.452181777,0.07536363,18.5,16,42.1,40.1,515405.3,15.2,12.6,19.4,0.07536363,3,0.602909036,0.301454518,470,649.511367,349,484.381507,24.006394,74.714815,0.624864,0.239773,0.079924,0.007266,14.989465,22.291652,25586,31.3
1121,AL,1121,80242,Talladega,0.099768039,0.012471005,0.611079241,0.02494201,14.5,14.1,36.8,38.4,3081292.8,6.9,12.7,19.4,0.02494201,4,0.586137231,0.498840197,470,649.511367,349,484.381507,64.501586,31.538078,2.030599,0.399801,0.279496,0.007291,14.08538,23.435127,35646,22.7
1123,AL,1123,41008,Tallapoosa,0.122558031,0.024511606,0.661813369,0,14,14,36.9,35.1,1439380.8,15,14.2,19.4,0.073534819,4,0.686324975,0.612790156,470,649.511367,349,484.381507,69.295463,26.552288,2.503845,0.473376,0.285948,0.004806,17.284218,22.152537,34440,18.3
1125,AL,1125,184035,Tuscaloosa,0.201119566,0.022346618,0.597772042,0.055866546,11.6,10.5,34.6,33.2,6109962,10.8,12.5,19.4,0.100559783,4,0.860344808,0.541905496,470,649.511367,349,484.381507,65.043461,29.488431,3.056161,1.177976,0.233746,0.039043,10.813949,21.466587,43098,18
1127,AL,1127,68742,Walker,0.247614886,0.029131163,0.582623261,0.014565582,14.8,15.1,34.8,36,2474712,16.5,15.5,19.4,0.058262326,4,0.75741024,0.538926517,470,649.511367,349,484.381507,90.397326,5.796518,1.950077,0.283485,0.347642,0.038793,16.254122,22.540024,36044,23.2
1129,AL,1129,17069,Washington,0.233590283,0,0.467180565,0.058397571,12.9,13.4,36.2,35.9,612777.1,12.7,12.7,19.4,0.058397571,3,0.116795141,0.291987853,470,649.511367,349,484.381507,65.155566,24.799499,0.858882,0.102383,7.929014,0.051192,14.731813,25.504806,37639,19.6
1131,AL,1131,12384,Wilcox,0.715421304,0,0.476947536,0,17.5,18.1,43.4,41.6,515174.4,15.6,19.7,19.4,0,4,0.476947536,0.39745628,470,649.511367,349,484.381507,26.649529,72.150814,0.616967,0.034276,0.119966,0.008569,15.012853,26.992288,21611,39.6
1133,AL,1133,23997,Winston,0.369974513,0,0.904382143,0,11.8,12.1,36,35.7,856692.9,9.1,13.8,19.4,0,4,0.739949026,0.822165584,470,649.511367,349,484.381507,94.906878,0.469694,2.609868,0.240974,0.567718,0.032674,17.697272,21.642705,32574,20.3
2013,AK,2013,2744,Aleutians East,1.77430802,0,0.354861604,0,5.9,7.7,31.4,32.3,88631.2,0,0,20.2,0,0,0.709723208,0.354861604,454,582.7155098,517,688.0841941,13.530723,6.749443,12.257243,35.434575,27.666348,0.604903,4.934734,11.811525,47077,16.8
2016,AK,2016,4659,Aleutians West,1.049758556,0,1.049758556,0.209951711,5.9,6.7,27.9,30,139770,0,0,20.2,0,0,0,1.049758556,454,582.7155098,517,688.0841941,31.379248,5.718396,13.055206,28.322244,15.123179,1.834202,3.470599,14.655637,58517,9
2020,AK,2020,286174,Anchorage,0.122080832,0.032315514,0.728894379,0.064631029,6.6,7,25.7,25.7,7354671.8,0,0,20.2,0.122080832,0,0.71812254,0.710941315,454,582.7155098,517,688.0841941,62.644864,5.245592,7.559642,7.952684,7.554844,1.979262,7.2437,25.969585,70524,9.6
2050,AK,2050,17352,Bethel,1.228070175,0,0.584795322,0,6,6.7,30.1,31.5,546588,0,0,20.2,0.058479532,0,0.350877193,0.467836257,454,582.7155098,517,688.0841941,10.897549,0.382061,1.063892,0.928702,82.619174,0.105801,6.11885,36.548522,45481,22.6
2060,AK,2060,881,Bristol Bay,3.009027081,0,2.006018054,0,7.3,8.3,34.9,31.1,27399.1,0,0,20.2,0,0,0,2.006018054,454,582.7155098,517,688.0841941,47.74323,0,2.407222,0.802407,33.099298,0.300903,8.324975,22.567703,62912,8.8
2068,AK,2068,1851,Denali,0,0,3.878116343,0,6,6.8,28.4,24.7,45719.7,0,0,20.2,0,0,1.662049861,3.324099723,454,582.7155098,517,688.0841941,88.389923,0.547645,2.30011,1.040526,3.504929,0.054765,7.502738,22.508215,61004,5.6
2070,AK,2070,4957,Dillingham,0.805964135,0,1.007455168,0,8.2,8.2,34.2,31.8,157632.6,0,0,20.2,0,0,0,0.805964135,454,582.7155098,517,688.0841941,17.639777,0.226945,2.083763,0.660202,70.786053,0.123788,7.571694,32.906953,46845,20.6
2090,AK,2090,98660,Fairbanks North Star,0.071463574,0.030627246,0.61254492,0.010209082,6,6.1,27.5,29.1,2871006,0,0,20.2,0.071463574,0,0.500245018,0.61254492,454,582.7155098,517,688.0841941,74.050276,4.256976,5.791086,2.574272,6.834322,0.384296,6.533034,25.620766,60472,9.4
2100,AK,2100,2399,Haines,0.431965443,0,2.159827214,0,7.9,8.3,31.9,29.6,71010.4,0,0,20.2,0,0,0,2.159827214,454,582.7155098,517,688.0841941,82.216906,0.358852,1.874003,0.518341,9.051037,0,13.755981,19.896332,46111,12.1
2110,AK,2105,2127,Juneau,0.261917234,0.065479309,1.047668937,0.032739654,5.5,6.3,26.2,26,55302,0,0,20.2,0.196437926,0,0.818491357,1.014929282,454,582.7155098,517,688.0841941,67.354117,0.828137,5.077538,6.007994,11.29976,0.681055,8.42526,23.456435,69844,8.2
2122,AK,2110,30796,Kenai Peninsula,0.469589391,0.018783576,1.352417446,0.150268605,6.5,6.7,28.9,27.5,846890,0,0,20.2,0.150268605,0,0.657425147,1.333633871,454,582.7155098,517,688.0841941,82.814079,0.447653,2.962094,1.108303,7.166065,0.200361,11.32852,23.666065,57347,10.7
2130,AK,2122,54665,Ketchikan Gateway,0.304785126,0,1.142944224,0.152392563,7.3,7.2,32.4,29.2,1596218,0,0,20.2,0.228588845,0,0.533373971,1.142944224,454,582.7155098,517,688.0841941,66.171997,0.563924,3.991986,6.945166,13.58611,0.178081,10.143207,23.944498,58073,10
2150,AK,2130,13005,Kodiak Island,0.382438427,0,0.688389169,0.152975371,5.9,6.1,29.8,30.1,391450.5,0,0,20.2,0.152975371,0,0.458926113,0.688389169,454,582.7155098,517,688.0841941,52.508829,0.625368,7.32784,19.276045,12.941436,0.632725,6.731901,28.649205,59847,8.3
2164,AK,2150,13346,Lake and Peninsula,0,0,0,0,7.5,8.4,33.7,31.5,420399,0,0,20.2,0,0,0,0,454,582.7155098,517,688.0841941,22.194972,0.551809,2.636419,0.367872,64.00981,0.30656,7.786634,30.165543,39794,17.7
2170,AK,2164,1485,Matanuska-Susitna,0.109217999,0.024270666,0.570360662,0.024270666,5.2,6.8,29.6,29.8,44253,0,0,20.2,0.109217999,0,0.461142663,0.473277996,454,582.7155098,517,688.0841941,82.786673,0.918029,3.709197,1.207933,5.320524,0.240463,7.943143,28.899376,68670,10.9
2180,AK,2170,88379,Nome,1.288936627,0,0.96670247,0.107411386,7,7.8,35.7,35.6,3146292.4,0,0,20.2,0,0,0.322234157,0.859291085,454,582.7155098,517,688.0841941,15.918668,0.28445,1.211547,0.927097,75.589971,0.094817,6.352718,34.334176,43147,24.6
2185,AK,2180,9391,North Slope,1.357466063,0.150829563,0.452488688,0,7.2,7.6,39.4,35.6,334319.6,0,0,20.2,0,0,0.301659125,0.452488688,454,582.7155098,517,688.0841941,32.439024,0.965005,2.640509,4.390244,53.510074,1.092259,4.26299,23.870626,68744,11.4
2188,AK,2185,6752,Northwest Arctic,0.538720539,0,0.134680135,0,6,7.2,29.7,29.7,200534.4,0,0,20.2,0,0,0.134680135,0,454,582.7155098,517,688.0841941,11.032833,0.46524,0.770969,0.558288,81.111259,0.159511,6.048119,35.291772,49466,20
2220,AK,2188,7444,Sitka,0.343721357,0,1.260311641,0,7,7.5,29.7,28.2,209920.8,0,0,20.2,0.114573786,0,0.802016499,1.260311641,454,582.7155098,517,688.0841941,63.517622,0.48418,4.920617,5.731337,16.23691,0.32654,11.350073,23.533386,58000,9.1
2105,AK,2195,3773,Hoonah-Angoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,582.7155098,517,688.0841941,46.186047,0.372093,3.581395,0.55814,39.534884,0.046512,13.395349,19.72093,38122,19.4
2240,AK,2198,5560,Southeast Fairbanks,0.291757841,0,1.458789205,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.729394602,1.312910284,454,582.7155098,517,688.0841941,78.745198,1.010101,3.329065,0.910514,11.33874,0.156495,9.446578,26.305307,54508,13.4
2261,AK,2220,8747,Valdez-Cordova,0.845487212,0,1.37391672,0.105685902,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.162544917,1.268230818,454,582.7155098,517,688.0841941,72.114985,0.466999,3.621835,3.632213,13.179743,0.560399,8.281445,24.366957,60297,9
